Time,IRLT_US,M1IDX_US,M3IDX_US,CCRETT01_US,IRLT_EA,M1IDX_EA,M3IDX_EA,CCUS,CCRETT01_EA,GDPIDX_US,GDPIDX_EA
1991M10: Oct-1991,"7,53","50,39701","39,06932","99,63007","9,8719","23,38748","33,06938","0,8255","107,8014","61,903","72,399"
1991M11: Nov-1991,"7,42","50,94805","39,13211","98,29745","9,9183","23,48775","33,30772","0,795","110,0089","62,028","72,518"
1991M12: Dec-1991,"7,09","51,48761","39,20887","97,58321","9,8923","23,58284","33,53319","0,7681","112,0387","62,154","72,634"
1992M1: Jan-1992,"7,03","52,25677","39,31004","97,0878","9,6114","23,60006","33,686","0,7706","111,6027","62,282","72,749"
1992M2: Feb-1992,"7,34","53,10629","39,52751","98,43737","9,547","23,57351","33,80833","0,792","110,5357","62,412","72,862"
1992M3: Mar-1992,"7,54","53,76638","39,57286","100,447","9,5812","23,65808","34,0127","0,8127","110,0042","62,542","72,973"
1992M4: Apr-1992,"7,48","54,17392","39,52402","99,81447","9,6231","23,85728","34,31028","0,8049","110,2543","62,675","73,083"
1992M5: May-1992,"7,39","54,56424","39,51006","98,7609","9,5797","24,00579","34,61719","0,7886","110,8283","62,809","73,19"
1992M6: Jun-1992,"7,26","54,77662","39,44959","97,49876","9,8254","23,98402","34,84192","0,7679","111,8767","62,944","73,297"
1992M7: Jul-1992,"6,84","55,29322","39,45308","96,14689","10,0331","23,95599","35,04147","0,7298","115,6906","63,082","73,402"
1992M8: Aug-1992,"6,59","55,89017","39,51006","95,91381","10,1014","24,03075","35,23714","0,7135","117,7948","63,221","73,505"
1992M9: Sep-1992,"6,42","56,71099","39,6438","95,93895","10,0219","24,20538","35,56656","0,722","116,752","63,361","73,608"
1992M10: Oct-1992,"6,59","57,61217","39,79963","97,62634","10,2245","24,36573","35,83134","0,7552","114,9923","63,504","73,71"
1992M11: Nov-1992,"6,87","58,30096","39,8287","100,552","9,8813","24,54922","35,99236","0,8072","112,7943","63,648","73,811"
1992M12: Dec-1992,"6,77","58,82904","39,80777","100,7651","9,9328","24,69843","36,14934","0,8072","112,8622","63,794","73,911"
1993M1: Jan-1993,"6,6","59,14474","39,74032","101,6002","9,7027","24,64683","36,24667","0,825","111,4934","63,942","74,011"
1993M2: Feb-1993,"6,26","59,32268","39,6845","101,4393","9,403","24,61378","36,41997","0,8453","110,7862","64,092","74,111"
1993M3: Mar-1993,"5,98","59,60394","39,6531","100,6438","9,1458","24,74921","36,75853","0,8484","109,161","64,243","74,212"
1993M4: Apr-1993,"5,97","60,13202","39,64845","98,68254","9,1559","24,8634","37,036","0,8201","109,6241","64,397","74,313"
1993M5: May-1993,"6,04","61,18243","39,94616","98,33102","9,0423","24,93035","37,18263","0,8212","109,1824","64,553","74,415"
1993M6: Jun-1993,"5,96","61,71051","40,01012","98,39067","8,7796","25,08192","37,34779","0,8443","106,9348","64,71","74,517"
1993M7: Jul-1993,"5,81","62,25581","40,0043","99,32957","8,4018","25,19451","37,44031","0,8784","103,9157","64,87","74,619"
1993M8: Aug-1993,"5,68","62,80685","40,04617","98,89783","7,9197","25,28798","37,57092","0,8824","102,6157","65,031","74,722"
1993M9: Sep-1993,"5,36","63,38085","40,12176","98,35475","7,612","25,42262","37,72729","0,8482","105,114","65,195","74,825"
1993M10: Oct-1993,"5,33","63,8917","40,17292","99,15284","7,3615","25,6474","37,92058","0,8593","104,2972","65,361","74,929"
1993M11: Nov-1993,"5,72","64,5231","40,32992","99,98069","7,3806","25,97735","38,16496","0,8858","101,9481","65,529","75,034"
1993M12: Dec-1993,"5,77","64,8388","40,38109","100,0115","7,1853","26,21686","38,41582","0,8858","101,1158","65,698","75,14"
1994M1: Jan-1994,"5,75","64,9536","40,38109","101,767","6,69","26,44835","38,61841","0,8975","101,6453","65,87","75,247"
1994M2: Feb-1994,"5,97","65,22338","40,39039","100,9672","6,88","26,70783","38,72814","0,8948","101,8556","66,044","75,355"
1994M3: Mar-1994,"6,48","65,4415","40,44156","101,1045","7,35","26,98522","38,87897","0,876","103,4847","66,22","75,464"
1994M4: Apr-1994,"6,97","65,4989","40,45551","100,8523","7,46","27,12339","39,01307","0,8773","103,7009","66,398","75,574"
1994M5: May-1994,"7,18","65,62518","40,56483","100,0877","7,75","27,02572","39,03814","0,8586","105,0477","66,578","75,685"
1994M6: Jun-1994,"7,1","65,73424","40,43109","99,77945","8,37","27,07815","39,10324","0,8457","105,4721","66,76","75,798"
1994M7: Jul-1994,"7,3","66,04993","40,52994","98,31962","8,39","27,19793","39,23614","0,8185","107,5883","66,944","75,912"
1994M8: Aug-1994,"7,24","66,0442","40,49854","98,14103","8,68","27,28872","39,30378","0,818","107,3963","67,13","76,027"
1994M9: Sep-1994,"7,46","66,11882","40,50087","97,04507","9,12","27,3755","39,29237","0,81","106,9924","67,318","76,144"
1994M10: Oct-1994,"7,74","66,02124","40,47877","96,29136","9,16","27,45719","39,36381","0,7932","107,6808","67,509","76,262"
1994M11: Nov-1994,"7,96","66,06142","40,5125","96,60234","9,12","27,48839","39,47972","0,8044","106,2707","67,701","76,382"
1994M12: Dec-1994,"7,81","66,04993","40,50087","98,96759","9,14","27,45483","39,49423","0,8228","104,8633","67,895","76,503"
1995M1: Jan-1995,"7,78","66,09012","40,56483","100,8715","9,34","27,41519","39,51147","0,8034","106,3269","68,091","76,626"
1995M2: Feb-1995,"7,47","65,86052","40,53226","100,052","9,19","27,48183","39,66281","0,79456","107,232","68,29","76,75"
1995M3: Mar-1995,"7,2","65,82034","40,54739","98,64883","9,43","27,59105","39,7721","0,7595869","108,7796","68,49","76,876"
1995M4: Apr-1995,"7,06","65,96958","40,64042","94,54472","9,26","27,58627","39,81467","0,745621","108,3894","68,693","77,003"
1995M5: May-1995,"6,63","65,73998","40,92766","94,20141","8,78","27,67765","39,97634","0,7560428","107,7615","68,897","77,133"
1995M6: Jun-1995,"6,17","65,67684","41,2149","94,17101","8,75","27,80535","40,20232","0,752215","108,0729","69,104","77,263"
1995M7: Jul-1995,"6,28","65,75146","41,42771","94,22578","8,71","27,88473","40,35951","0,743438","109,8164","69,313","77,396"
1995M8: Aug-1995,"6,49","65,74572","41,67774","96,60868","8,47","27,9815","40,53615","0,7702682","108,7558","69,524","77,53"
1995M9: Sep-1995,"6,2","65,55056","41,83008","97,85604","8,36","28,17624","40,77851","0,7760143","107,8237","69,737","77,666"
1995M10: Oct-1995,"6,04","65,28078","41,95916","97,82256","8,48","28,29313","40,97059","0,7563773","109,0746","69,952","77,803"
1995M11: Nov-1995,"5,93","65,0971","42,03592","98,91129","8,16","28,35829","41,16922","0,7553428","109,8282","70,169","77,942"
1995M12: Dec-1995,"5,71","64,71826","42,14872","99,14202","7,82","28,7769","41,48389","0,7665889","109,2282","70,388","78,084"
1996M1: Jan-1996,"5,65","64,48866","42,36037","99,98576","7,44","29,01547","41,75314","0,7742454","108,6763","70,61","78,226"
1996M2: Feb-1996,"5,81","64,20167","42,52318","99,9505","7,66","28,93716","41,91602","0,7760667","108,5819","70,833","78,371"
1996M3: Mar-1996,"6,27","64,437","42,81507","99,9982","7,83","29,01259","42,07773","0,7804286","108,1242","71,058","78,518"
1996M4: Apr-1996,"6,51","64,56329","42,93601","99,92218","7,62","29,1908","42,20605","0,7907333","107,0059","71,285","78,667"
1996M5: May-1996,"6,74","64,08687","43,0651","99,94981","7,48","29,37977","42,30145","0,8022684","105,8882","71,515","78,818"
1996M6: Jun-1996,"6,91","64,01225","43,21976","100,3785","7,51","29,5125","42,38939","0,797715","106,2284","71,746","78,971"
1996M7: Jul-1996,"6,87","63,85152","43,39304","100,5475","7,39","29,64649","42,51934","0,7873957","107,6025","71,978","79,125"
1996M8: Aug-1996,"6,64","63,23161","43,47328","99,77734","7,31","29,86654","42,70502","0,7792682","107,9935","72,213","79,282"
1996M9: Sep-1996,"6,83","62,92165","43,5698","100,2563","7,13","30,13629","42,91938","0,7886952","106,8186","72,449","79,44"
1996M10: Oct-1996,"6,53","62,31895","43,74308","100,9104","6,68","30,41584","43,06067","0,7943261","105,7885","72,687","79,6"
1996M11: Nov-1996,"6,2","62,19267","43,97217","100,5618","6,43","30,70758","43,12324","0,7826524","105,7078","72,927","79,762"
1996M12: Dec-1996,"6,3","62,06639","44,21871","101,2046","6,31","31,14839","43,27517","0,799685","104,3137","73,168","79,926"
1997M1: Jan-1997,"6,58","62,06065","44,39082","102,0505","6,23","31,39459","43,40713","0,8221709","102,2532","73,41","80,091"
1997M2: Feb-1997,"6,42","61,92289","44,52688","103,815","6,06","31,42648","43,49202","0,85744","99,1226","73,654","80,259"
1997M3: Mar-1997,"6,69","61,56128","44,70364","104,7098","6,32","31,51387","43,60454","0,8697714","98,43874","73,899","80,428"
1997M4: Apr-1997,"6,89","61,06763","44,88739","104,9614","6,39","31,51131","43,67934","0,8735809","97,49738","74,145","80,599"
1997M5: May-1997,"6,71","61,0619","45,0188","103,5366","6,18","31,72271","43,8773","0,870735","97,51753","74,393","80,771"
1997M6: Jun-1997,"6,49","61,19392","45,21416","103,2424","6,09","32,12774","44,17035","0,8796619","96,09834","74,641","80,946"
1997M7: Jul-1997,"6,22","61,15948","45,42117","104,4047","5,83","32,44637","44,43053","0,9053565","93,95786","74,89","81,122"
1997M8: Aug-1997,"6,3","61,72199","45,81423","106,0751","5,94","32,67802","44,56302","0,932475","92,97246","75,14","81,299"
1997M9: Sep-1997,"6,21","61,23983","45,99448","106,1943","5,66","32,87112","44,65368","0,9095","95,43198","75,391","81,478"
1997M10: Oct-1997,"6,03","61,16521","46,2166","106,883","5,75","33,19034","44,85442","0,8903652","96,85418","75,643","81,658"
1997M11: Nov-1997,"5,88","61,46943","46,48407","108,7063","5,59","33,43669","45,04948","0,8777579","98,31068","75,895","81,839"
1997M12: Dec-1997,"5,81","61,54979","46,69223","112,0085","5,46","33,60683","45,24266","0,89975","98,74464","76,148","82,022"
1998M1: Jan-1998,"5,54","61,64737","46,96087","114,8625","5,22","33,84356","45,4747","0,9191667","98,44102","76,4","82,206"
1998M2: Feb-1998,"5,57","61,86549","47,33649","113,2185","5,12","34,07326","45,663","0,91875","97,35068","76,654","82,391"
1998M3: Mar-1998,"5,65","61,81384","47,63536","112,7057","5,01","34,4237","45,80323","0,9222546","96,15704","76,907","82,577"
1998M4: Apr-1998,"5,64","61,79087","47,93423","112,4216",5,"34,8334","46,045","0,91654","96,17126","77,16","82,764"
1998M5: May-1998,"5,65","61,94011","48,20984","113,2517","5,06","35,12966","46,29163","0,901815","98,90984","77,414","82,953"
1998M6: Jun-1998,"5,5","61,77939","48,44009","115,868","4,91","35,47575","46,49594","0,9118","99,44478","77,667","83,142"
1998M7: Jul-1998,"5,46","61,71051","48,66337","116,3276","4,82","35,65886","46,73655","0,9148043","99,51512","77,92","83,332"
1998M8: Aug-1998,"5,34","61,75644","48,95294","118,2468","4,59","35,69506","46,8985","0,9078238","100,655","78,173","83,522"
1998M9: Sep-1998,"4,81","61,98603","49,3995","116,4513","4,27","35,87796","46,95522","0,8668","104,8407","78,425","83,714"
1998M10: Oct-1998,"4,53","62,33617","49,85536","113,1002","4,25","36,10752","47,16773","0,8383182","106,5338","78,676","83,906"
1998M11: Nov-1998,"4,83","62,84703","50,30192","112,6113","4,24","36,48497","47,41234","0,8584095","104,0354","78,927","84,098"
1998M12: Dec-1998,"4,65","62,85277","50,63684","111,6471","3,95","37,03147","47,51036","0,8529909","104,9422","79,177","84,291"
1999M1: Jan-1999,"4,72","63,03071","50,95083","111,5825","3,822","38,16168","47,69253","0,861526","104,2266","79,426","84,484"
1999M2: Feb-1999,5,"62,95035","51,2183","112,9281","3,9742","38,75298","47,75952","0,8923798","102,6787","79,674","84,678"
1999M3: Mar-1999,"5,23","62,94461","51,30203","114,3283","4,181","38,74343","47,78746","0,9186894","100,9565","79,921","84,872"
1999M4: Apr-1999,"5,18","63,23161","51,62416","113,9711","4,0407","39,09603","48,04183","0,9343411","99,40421","80,167","85,066"
1999M5: May-1999,"5,54","63,35789","51,9021","113,8246","4,2049","39,42291","48,31961","0,9409124","98,65028","80,411","85,26"
1999M6: Jun-1999,"5,9","63,12829","52,15445","114,5283","4,5267","39,83796","48,59232","0,9636387","96,83829","80,654","85,454"
1999M7: Jul-1999,"5,79","63,08811","52,46727","114,9521","4,8562","40,32714","48,91926","0,9662252","96,93804","80,895","85,647"
1999M8: Aug-1999,"5,94","63,09385","52,67078","113,6224","5,0606","40,55007","49,11249","0,9435675","98,06739","81,135","85,841"
1999M9: Sep-1999,"5,92","62,93887","52,8522","112,941","5,2353","40,58105","49,27138","0,9509797","96,74655","81,374","86,033"
1999M10: Oct-1999,"6,11","63,32919","53,12548","112,384","5,4716","40,78639","49,50374","0,9339609","97,57622","81,61","86,226"
1999M11: Nov-1999,"6,03","63,75394","53,34411","112,751","5,1842","41,06907","49,7685","0,968291","95,23081","81,845","86,417"
1999M12: Dec-1999,"6,28","64,41405","53,6674","112,5561","5,3044","41,32913","50,03405","0,9882431","93,51405","82,078","86,608"
2000M1: Jan-2000,"6,66","64,40257","53,99883","112,4374","5,6985","42,15232","50,41408","0,9865997","93,32931","82,31","86,798"
2000M2: Feb-2000,"6,52","63,59323","54,15117","114,0262","5,6636","42,8634","50,80431","1,015831","91,80665","82,539","86,987"
2000M3: Mar-2000,"6,26","63,55879","54,51051","114,7921","5,4906","43,01645","51,06617","1,036269","90,34762","82,766","87,175"
2000M4: Apr-2000,"5,99","63,97781","55,13151","115,3146","5,4138","43,37205","51,4136","1,057507","88,82787","82,992","87,361"
2000M5: May-2000,"6,44","63,48417","55,0222","117,8427","5,5155","43,40436","51,57038","1,101908","87,3663","83,215","87,547"
2000M6: Jun-2000,"6,1","63,35215","55,22222","117,1622","5,3454","43,16948","51,48631","1,052984","90,45017","83,437","87,731"
2000M7: Jul-2000,"6,05","63,40955","55,43038","117,4687","5,4537","43,24804","51,54309","1,065411","89,78919","83,657","87,914"
2000M8: Aug-2000,"5,83","63,16847","55,756","118,0377","5,3982","43,48349","51,78014","1,105938","87,34814","83,875","88,095"
2000M9: Sep-2000,"5,8","63,10533","56,16999","119,3636","5,4672","43,5091","51,91742","1,148397","85,36619","84,091","88,274"
2000M10: Oct-2000,"5,74","63,05367","56,36071","121,0965","5,4163","43,49256","52,00187","1,171642","84,14066","84,305","88,452"
2000M11: Nov-2000,"5,72","62,69779","56,48631","121,6856","5,3357","43,52362","52,12353","1,167818","84,89811","84,518","88,628"
2000M12: Dec-2000,"5,24","62,43949","57,00032","120,3047","5,068","43,56822","52,18888","1,110847","88,18299","84,729","88,803"
2001M1: Jan-2001,"5,16","62,92739","57,57945","120,9029","5,0082","44,41388","53,12569","1,06511","91,11568","84,938","88,976"
2001M2: Feb-2001,"5,1","63,16847","58,0202","121,8311","5,0211","45,29243","54,16307","1,085381","90,37527","85,146","89,147"
2001M3: Mar-2001,"4,89","63,62767","58,68073","123,7665","4,9381","45,40387","54,45044","1,101014","90,3895","85,353","89,316"
2001M4: Apr-2001,"5,14","64,01225","59,37034","124,5847","5,1014","45,60664","54,77534","1,118875","90,01994","85,559","89,483"
2001M5: May-2001,"5,39","64,2935","59,39709","124,5353","5,2625","45,98047","55,1043","1,143492","88,09526","85,763","89,649"
2001M6: Jun-2001,"5,28","64,74696","59,86691","125,4196","5,2083","46,35181","55,52971","1,170882","86,87493","85,967","89,813"
2001M7: Jul-2001,"5,24","65,46446","60,20996","125,7864","5,25","46,5261","55,92156","1,160933","88,04111","86,169","89,976"
2001M8: Aug-2001,"4,97","66,04993","60,59721","123,6883","5,0582","46,6579","56,22379","1,108594","90,75011","86,371","90,137"
2001M9: Sep-2001,"4,73","69,16675","61,88573","124,1286","5,0374","47,01575","56,66043","1,095831","91,34245","86,573","90,296"
2001M10: Oct-2001,"4,57","66,88798","61,72292","124,4947","4,8169","47,33239","57,11974","1,103849","91,2468","86,774","90,454"
2001M11: Nov-2001,"4,65","67,19219","62,22181","124,9939","4,6667","47,62447","57,51203","1,125723","89,57126","86,974","90,61"
2001M12: Dec-2001,"5,09","67,86377","62,83467","124,5426","4,9588","47,84723","57,88586","1,11989","90,30222","87,175","90,766"
2002M1: Jan-2002,"5,04","68,30001","63,06957","126,0904","5,0229","48,17636","58,21138","1,132911","89,84333","87,375","90,92"
2002M2: Feb-2002,"4,91","68,28853","63,4138","126,7164","5,0661","48,46284","58,39137","1,148526","89,07432","87,575","91,072"
2002M3: Mar-2002,"5,28","68,44925","63,53939","126,2853","5,3165","48,37519","58,5301","1,140762","89,36398","87,775","91,224"
2002M4: Apr-2002,"5,21","68,00727","63,47543","126,0444","5,2972","48,6432","58,78169","1,127686","89,56892","87,975","91,374"
2002M5: May-2002,"5,16","68,38611","63,86268","124,3611","5,3031","49,19014","59,12354","1,08912","91,66044","88,175","91,524"
2002M6: Jun-2002,"4,93","68,62719","64,15574","123,0173","5,1649","49,53543","59,42101","1,04543","94,42291","88,376","91,672"
2002M7: Jul-2002,"4,65","68,9314","64,6337","121,4093","5,0274","49,878","59,68629","1,008349","96,27549","88,577","91,82"
2002M8: Aug-2002,"4,26","68,16799","65,11049","122,8589","4,7311","50,26232","60,05489","1,022467","95,81012","88,778","91,968"
2002M9: Sep-2002,"3,87","68,62144","65,39541","123,5508","4,5233","50,76176","60,54839","1,018931","96,00076","88,98","92,114"
2002M10: Oct-2002,"3,94","69,07491","65,90476","124,4167","4,6235","51,2795","60,97776","1,018558","96,40697","89,182","92,261"
2002M11: Nov-2002,"4,05","69,41357","66,48041","122,9139","4,5924","51,79349","61,37078","0,9983914","96,87289","89,384","92,406"
2002M12: Dec-2002,"4,03","69,98183","66,72346","121,8658","4,4065","52,3678","61,79863","0,9816506","98,11357","89,587","92,552"
2003M1: Jan-2003,"4,05","70,38936","67,09443","120,2986","4,2703","52,77489","62,20312","0,9404094","100,4001","89,791","92,697"
2003M2: Feb-2003,"3,9","71,00928","67,5154","120,8093","4,0608","53,17234","62,68793","0,9275954","101,8107","89,995","92,843"
2003M3: Mar-2003,"3,81","71,0839","67,74566","120,6781","4,1272","53,68859","63,09526","0,9265309","102,377","90,199","92,988"
2003M4: Apr-2003,"3,96","71,61198","68,10616","119,2159","4,2289","54,24943","63,6423","0,9199372","102,4808","90,404","93,133"
2003M5: May-2003,"3,57","72,94365","68,92369","115,1497","3,9187","54,7416","64,13914","0,864284","106,0856","90,609","93,279"
2003M6: Jun-2003,"3,33","73,67263","69,37374","115,0501","3,7233","55,04989","64,3184","0,8568761","106,8321","90,815","93,424"
2003M7: Jul-2003,"3,98","73,98259","69,89589","116,3347","4,0626","55,35455","64,61716","0,8796626","105,2834","91,02","93,57"
2003M8: Aug-2003,"4,45","74,42457","70,55526","117,9124","4,2047","55,88436","64,95182","0,8969281","104,2052","91,226","93,716"
2003M9: Sep-2003,"4,27","74,39587","70,22732","116,6322","4,2319","56,38663","65,08131","0,8885195","104,1534","91,432","93,863"
2003M10: Oct-2003,"4,29","74,44179","70,11568","114,0463","4,3081","56,84511","65,36388","0,8546855","105,8498","91,638","94,01"
2003M11: Nov-2003,"4,3","74,53937","70,17266","113,2878","4,4378","57,2831","65,77821","0,8534179","105,8571","91,844","94,157"
2003M12: Dec-2003,"4,27","74,91821","70,14941","111,3962","4,356","57,60522","66,00917","0,813112","109,0049","92,049","94,304"
2004M1: Jan-2004,"4,15","74,91247","70,2436","109,7847","4,2567","58,05386","66,17213","0,7927523","109,5372","92,254","94,452"
2004M2: Feb-2004,"4,08","75,80216","70,70877","110,564","4,1833","58,51376","66,45982","0,7914268","109,3984","92,459","94,601"
2004M3: Mar-2004,"3,83","76,21544","71,11928","111,9901","4,0194","59,12178","66,84372","0,8155332","107,3426","92,662","94,749"
2004M4: Apr-2004,"4,35","76,35894","71,51932","112,8606","4,2424","59,6678","67,13915","0,8335187","105,5823","92,865","94,899"
2004M5: May-2004,"4,72","76,63446","72,53339","115,1406","4,3862","59,81197","67,29878","0,8324215","106,7866","93,067","95,048"
2004M6: Jun-2004,"4,73","77,17402","72,58339","114,3961","4,4426","60,04083","67,60285","0,8231778","106,8144","93,268","95,198"
2004M7: Jul-2004,"4,5","76,99608","72,71014","113,3543","4,3396","60,51017","68,06352","0,81545","107,1095","93,468","95,348"
2004M8: Aug-2004,"4,28","77,72505","72,99622","113,311","4,1679","60,94218","68,40741","0,8202851","107,0756","93,667","95,498"
2004M9: Sep-2004,"4,13","78,14407","73,39743","112,7124","4,114","61,45819","68,75883","0,8178968","107,126","93,864","95,648"
2004M10: Oct-2004,"4,1","78,13259","73,71839","111,3387","3,9794","62,01558","69,19669","0,8010767","107,8978","94,059","95,799"
2004M11: Nov-2004,"4,19","78,87879","74,03238","108,3399","3,8687","62,50882","69,58225","0,7693685","109,4101","94,253","95,949"
2004M12: Dec-2004,"4,23","78,95341","74,25333","106,5461","3,6893","62,68905","69,99712","0,7454376","110,8793","94,444","96,1"
2005M1: Jan-2005,"4,22","78,4483","74,31148","107,4282","3,6336","63,26234","70,48035","0,7628097","108,5232","94,634","96,25"
2005M2: Feb-2005,"4,17","78,69511","74,42312","107,6647","3,6153","64,20405","70,88609","0,7676513","107,6484","94,821","96,4"
2005M3: Mar-2005,"4,5","78,66641","74,53709","107,4933","3,7625","64,67233","71,19494","0,7588134","108,5314","95,006","96,55"
2005M4: Apr-2005,"4,34","77,86282","74,61732","109,0053","3,5709","65,01755","71,55363","0,7726796","107,4476","95,188","96,699"
2005M5: May-2005,"4,14","78,4483","74,91503","109,2879","3,4074","65,50679","72,06967","0,7885121","106,2261","95,368","96,848"
2005M6: Jun-2005,4,"79,25763","75,31973","110,5895","3,2541","68,02663","72,77119","0,8225777","103,5826","95,545","96,996"
2005M7: Jul-2005,"4,18","78,54013","75,65813","111,3575","3,316","70,69955","73,54331","0,8299361","103,8084","95,719","97,143"
2005M8: Aug-2005,"4,26","79,03377","75,98259","110,1844","3,3155","71,40372","74,09344","0,8133932","104,2919","95,89","97,289"
2005M9: Sep-2005,"4,2","79,04525","76,39775","110,8974","3,1555","71,79543","74,56442","0,8166935","103,4548","96,057","97,434"
2005M10: Oct-2005,"4,46","78,95341","76,79663","112,118","3,3234","72,30891","75,0032","0,8312797","102,9282","96,222","97,578"
2005M11: Nov-2005,"4,54","79,02229","77,01875","112,0549","3,5273","72,8411","75,34705","0,8479041","101,9354","96,382","97,721"
2005M12: Dec-2005,"4,47","78,91323","77,3432","110,6997","3,409","73,39732","75,83533","0,8431824","102,1455","96,54","97,862"
2006M1: Jan-2006,"4,42","79,21171","77,80721","109,6101","3,3927","74,01976","76,35033","0,8252306","102,198","96,693","98,001"
2006M2: Feb-2006,"4,57","79,16579","78,11887","109,8996","3,551","74,55452","76,84019","0,8375599","101,0981","96,843","98,138"
2006M3: Mar-2006,"4,72","79,42983","78,31307","110,5688","3,7312","75,01208","77,37971","0,8311872","102,0312","96,989","98,273"
2006M4: Apr-2006,"4,99","79,20023","78,62823","110,3302","4,0116","75,59725","78,08279","0,8141954","103,0427","97,131","98,406"
2006M5: May-2006,"5,11","79,62498","78,80964","108,424","4,0603","76,28448","78,74844","0,7829057","104,6355","97,269","98,536"
2006M6: Jun-2006,"5,11","78,87305","79,25969","110,1875","4,0751","76,62659","79,14606","0,789752","105,3372","97,403","98,664"
2006M7: Jul-2006,"5,09","78,67215","79,71323","110,0462","4,0963","76,63962","79,45547","0,7878321","105,3432","97,533","98,788"
2006M8: Aug-2006,"4,88","78,66068","79,97837","109,2147","3,9682","76,73503","79,97987","0,7806007","105,1314","97,659","98,91"
2006M9: Sep-2006,"4,72","78,2187","80,33771","108,8844","3,8398","77,09372","80,84367","0,7853484","104,7529","97,78","99,028"
2006M10: Oct-2006,"4,73","78,58605","80,90987","108,585","3,8813","77,34563","81,48883","0,7922798","104,0179","97,898","99,143"
2006M11: Nov-2006,"4,6","78,77547","81,37503","107,3682","3,8041","77,67513","81,95372","0,7758054","104,5571","98,011","99,254"
2006M12: Dec-2006,"4,56","78,54013","81,90067","106,2445","3,9026","78,83781","82,80513","0,7576693","105,4555","98,12","99,362"
2007M1: Jan-2007,"4,76","78,80991","82,28909","107,4593","4,1028","79,67966","83,81697","0,769205","104,3613","98,225","99,465"
2007M2: Feb-2007,"4,72","78,32775","82,51353","107,2905","4,1175","79,91231","84,55618","0,7641653","104,4705","98,326","99,565"
2007M3: Mar-2007,"4,56","78,51143","82,94613","107,4192","4,0227","80,47099","85,46763","0,7547579","105,2947","98,423","99,66"
2007M4: Apr-2007,"4,69","79,02229","83,63457","106,3549","4,2459","80,77251","86,25731","0,7401965","106,0611","98,516","99,751"
2007M5: May-2007,"4,75","79,20597","83,91019","105,9103","4,3731","81,06412","86,92712","0,7401587","105,6798","98,605","99,838"
2007M6: Jun-2007,"5,1","78,35072","84,29511","105,7859","4,6608","81,56097","87,7825","0,7450341","105,0427","98,69","99,92"
2007M7: Jul-2007,5,"78,5631","84,62771","104,1277","4,6284","82,04983","88,62873","0,728968","105,4989","98,771","99,998"
2007M8: Aug-2007,"4,67","78,83287","85,39523","104,2075","4,4263","82,19403","89,36437","0,7341982","105,3321","98,848","100,071"
2007M9: Sep-2007,"4,52","78,82713","85,69294","102,7499","4,3694","82,31574","90,00623","0,7188495","106,1192","98,922","100,139"
2007M10: Oct-2007,"4,53","79,08543","85,85226","100,4472","4,4002","82,54005","91,10432","0,7027786","106,4218","98,993","100,204"
2007M11: Nov-2007,"4,15","78,87879","86,2337","99,17865","4,2515","82,7205","92,21891","0,6807399","108,0537","99,06","100,263"
2007M12: Dec-2007,"4,1","79,01655","86,62327","99,58272","4,3818","82,8514","92,8278","0,6867732","107,8157","99,125","100,318"
2008M1: Jan-2008,"3,74","79,17727","86,95238","99,18239","4,2317","82,91959","93,81925","0,6796662","107,6802","99,186","100,369"
2008M2: Feb-2008,"3,74","79,36095","87,98272","97,95129","4,1394","82,95627","94,83022","0,6786292","106,8904","99,245","100,415"
2008M3: Mar-2008,"3,51","79,81441","88,79327","96,39633","4,0705","83,04249","95,21749","0,6440976","110,242","99,301","100,457"
2008M4: Apr-2008,"3,68","79,757","89,0933","96,15542","4,2827","83,019","95,7741","0,635093","110,8518","99,355","100,495"
2008M5: May-2008,"3,88","79,90051","89,36427","96,77317","4,4233","82,94909","96,50703","0,6425455","110,0823","99,407","100,529"
2008M6: Jun-2008,"4,1","80,34823","89,55614","97,53143","4,8093","83,16149","97,02916","0,6429048","109,661","99,457","100,559"
2008M7: Jul-2008,"4,01","81,38142","90,07945","96,95644","4,8145","82,85736","97,56686","0,6346087","109,5483","99,506","100,586"
2008M8: Aug-2008,"3,89","80,5893","90,11551","98,94031","4,496","82,46834","98,10346","0,669","106,8766","99,554","100,609"
2008M9: Sep-2008,"3,69","83,77499","91,02723","101,1851","4,5043","83,06425","98,67714","0,6970454","105,6628","99,601","100,629"
2008M10: Oct-2008,"3,81","84,49249","92,28202","107,3585","4,4158","84,66168","99,86988","0,7533478","103,6208","99,647","100,646"
2008M11: Nov-2008,"3,53","87,15584","92,95767","108,4965","4,1964","85,57181","100,7388","0,7861","103,1358","99,693","100,661"
2008M12: Dec-2008,"2,42","92,2472","95,05673","106,6473","3,8881","85,76192","100,9515","0,74475","108,9462","99,739","100,674"
2009M1: Jan-2009,"2,52","91,01311","95,92078","107,8994","4,0995","87,08711","101,0885","0,7583","108,6538","99,786","100,684"
2009M2: Feb-2009,"2,87","90,12915","96,31268","110,7464","4,1962","88,61658","101,266","0,78065","108,7511","99,833","100,693"
2009M3: Mar-2009,"2,82","90,74907","97,11277","111,2838","4,142","89,24877","101,2876","0,7668636","110,3308","99,881","100,701"
2009M4: Apr-2009,"2,93","92,37922","96,93019","108,4053","4,0897","89,90929","101,3946","0,7574091","108,906","99,93","100,707"
