Code,EMVM1X28A,USM1....A,USML2106T,EKML2106T,USEBM10Y%,EMGBOND.,,,,
31.08.2010,4663060,"1739,1","101,009","100,758","2,578","3,4364","0,775","1,29","2,7","3,44"
30.09.2010,4664407,"1740,8","101,098","100,762","2,686","3,4921","0,764","1,31","2,65","3,49"
29.10.2010,4671805,"1766,8","101,191","100,765","2,817","3,3282","0,72","1,39","2,54","3,33"
30.11.2010,4687752,"1828,1","101,286","100,769","3,124","3,7165","0,733","1,36","2,76","3,72"
31.12.2010,4754390,"1870,8","101,384","100,773","3,567","4,0714","0,757","1,32","3,29","4,07"
31.01.2011,4711971,1855,"101,485","100,777","3,683","3,939","0,748","1,34","3,39","3,94"
28.02.2011,4677690,"1858,1","101,589","100,782","3,727","4,4733","0,732","1,37","3,58","4,47"
31.03.2011,4692935,"1908,8","101,695","100,787","3,757","4,4875","0,714","1,4","3,41","4,49"
29.04.2011,4726865,"1917,4","101,804","100,791","3,548","4,6574","0,692","1,45","3,46","4,66"
31.05.2011,4714711,"1933,6","101,916","100,796","3,331","4,3656","0,698","1,43","3,17","4,37"
30.06.2011,4769347,"1953,6","102,031","100,801","3,462","4,3748","0,694","1,44",3,"4,37"
29.07.2011,4751435,"1993,9","102,148","100,806","3,082","4,5978","0,7","1,43",3,"4,6"
31.08.2011,4732791,"2101,2","102,267","100,811","2,51","4,2027","0,698","1,43","2,3","4,2"
30.09.2011,4758479,"2098,5","102,389","100,816","2,179","4,0351","0,727","1,38","1,98","4,04"
31.10.2011,4765506,"2127,5","102,514","100,822","2,373","4,0761","0,729","1,37","2,15","4,08"
30.11.2011,4782427,"2163,8","102,641","100,827","2,303","4,3919","0,737","1,36","2,01","4,39"
30.12.2011,4866628,"2207,5","102,77","100,833","2,099","4,0908","0,761","1,31","1,98","4,09"
31.01.2012,4815738,"2208,5","102,901","100,839","1,972","3,9047","0,775","1,29","1,97","3,9"
29.02.2012,4781849,"2193,8","103,035","100,846","2,146","3,7447","0,755","1,32","1,97","3,74"
30.03.2012,4831829,"2245,3","103,171","100,853","2,379","3,2821","0,757","1,32","2,17","3,28"
30.04.2012,4837151,2268,"103,309","100,861","2,111","3,3817","0,76","1,32","2,05","3,38"
31.05.2012,4883083,"2247,7","103,449","100,869","1,787","3,5252","0,782","1,28","1,8","3,53"
29.06.2012,4958228,"2265,9","103,591","100,877","1,83","3,4055","0,798","1,25","1,62","3,41"
31.07.2012,4982742,"2307,4","103,735","100,886","1,63","3,2488","0,814","1,23","1,53","3,25"
31.08.2012,4979012,"2328,3","103,881","100,896","1,72","3,008","0,806","1,24","1,68","3,01"
28.09.2012,5022850,"2351,8","104,029","100,906","1,77","2,4182","0,777","1,29","1,72","2,42"
31.10.2012,5056475,2410,"104,179","100,917","1,79","2,3053","0,771","1,3","1,75","2,31"
30.11.2012,5091610,"2410,2","104,331","100,928","1,72","2,2467","0,779","1,28","1,65","2,25"
31.12.2012,5168711,"2505,4","104,484","100,941","1,88","2,0989","0,762","1,31","1,72","2,1"
31.01.2013,5109719,"2477,8","104,639","100,954","2,14","2,3926","0,752","1,33","1,91","2,39"
28.02.2013,5119421,"2451,9","104,796","100,968","2,05","2,8576","0,75","1,33","1,98","2,86"
29.03.2013,5170370,2493,"104,955","100,983","2,09","3,0266","0,772","1,3","1,96","3,03"
30.04.2013,5239738,"2538,3","105,115","100,998","1,92","2,8554","0,768","1,3","1,76","2,86"
31.05.2013,5265103,"2514,9","105,277","101,015","2,4","2,6849","0,771","1,3","1,93","2,68"
28.06.2013,5309080,"2519,6","105,44","101,032","2,82","3,0704","0,759","1,32","2,3","3,07"
31.07.2013,5299129,"2538,9","105,605","101,05","2,91","3,1012","0,765","1,31","2,58","3,1"
30.08.2013,5325573,"2531,7","105,771","101,069","3,11","3,0965","0,751","1,33","2,74","3,1"
30.09.2013,5347616,2549,"105,938","101,089","2,91","3,4065","0,749","1,34","2,81","3,41"
31.10.2013,5384328,"2614,7","106,107","101,11","2,84","3,163","0,733","1,36","2,62","3,16"
29.11.2013,5431994,"2601,5","106,277","101,131","2,99","3,1712","0,741","1,35","2,72","3,17"
31.12.2013,5444536,"2711,7","106,448","101,153","3,27","3,3128","0,73","1,37","2,9","3,31"
31.01.2014,5418634,"2694,3","106,62","101,175","2,93","3,2117","0,734","1,36","2,86","3,21"
28.02.2014,5427863,"2698,5","106,793","101,198","2,9","3,089","0,732","1,37","2,71","3,09"
31.03.2014,5460987,"2765,5","106,967","101,222","2,97","2,8861","0,723","1,38","2,72","2,89"
30.04.2014,5498811,"2801,9","107,143","101,246","2,87","2,6104","0,724","1,38","2,71","2,61"
30.05.2014,5556493,"2774,5","107,319","101,271","2,69","2,5549","0,728","1,37","2,56","2,55"
30.06.2014,5600832,2817,"107,495","101,296","2,74","2,2769","0,736","1,36","2,6","2,28"
31.07.2014,5611387,"2834,2","107,673","101,321","2,8","2,1607","0,739","1,35","2,54","2,16"
29.08.2014,5648212,2783,"107,851","101,347","2,58","1,9907","0,751","1,33","2,42","1,99"
30.09.2014,5688127,"2827,5","108,029","101,374","2,73","1,849","0,775","1,29","2,53","1,85"
31.10.2014,5726933,"2856,5","108,209","101,401","2,56","1,6914","0,789","1,27","2,3","1,69"
28.11.2014,5827307,2852,"108,388","101,428","2,36","1,6196","0,801","1,25","2,33","1,62"
31.12.2014,5956511,"2981,1","108,568","101,455","2,35","1,4509","0,812","1,23","2,21","1,45"
