"s","m1","m3","gdp","irlt","irst","immediate","shares","ve.y.1","ve.y.2","ve.y.3","ve.y.4"
4.85148323932894,0.470670666513381,-0.544152627882057,0.2790708311798,4.28,10.51,5.18,-2.44585155438932,-0.0945203930084817,-0.418783205047837,-0.41110124540024,-0.343091745729952
4.84513152222846,0.49578774640145,-0.529208180496235,0.27753235503303,4.29,10.2,5.03,-2.46082988218034,-0.418783205047837,-0.41110124540024,-0.343091745729952,-0.299925470800151
4.89110072540107,0.529580862195764,-0.501746633302121,0.268403675966554,10.06,8.94,3.89,-2.40152504084895,-0.338072472352661,-0.364531155432477,-0.332989648327559,-0.28994619170288
4.81729323401884,0.500398919421158,-0.527647118057243,0.275995033653878,10.11,10.25,4.4,-2.43591848977583,-0.41110124540024,-0.343091745729952,-0.299925470800151,-0.319156657008257
4.89567327562657,0.524486120595838,-0.508611299686573,0.269902156944872,10.26,9.35,4.03,-2.428031001396,-0.306137181697355,-0.338072472352661,-0.364531155432477,-0.332989648327559
4.84560340583926,0.524045977059719,-0.496869032945424,0.266919165808888,9.92,8.51,3.92,-2.40110489629033,-0.364531155432477,-0.332989648327559,-0.28994619170288,-0.264455231311546
4.43686987055639,0.604893173599982,-0.619263176752967,0.257374576165084,3.15,6.9,4.72,-1.18126653210228,-0.295171733054177,-0.325502836536032,-0.223611752750662,-0.137353616774747
4.858571324463,0.511418919541329,-0.520400042274046,0.272932960735687,9.8,9.36,4.13,-2.34829025033937,-0.299925470800151,-0.319156657008257,-0.306137181697355,-0.338072472352661
4.86221262230776,0.527597667422056,-0.487508897493232,0.261158441589577,9.21,7.6,2.99,-2.35600753693814,-0.303698021615387,-0.318064599179855,-0.253887034975057,-0.242964799838097
4.90141548910036,0.523804100858981,-0.514190091235773,0.271412598427818,9.98,9.23,4.1,-2.38093239037529,-0.319156657008257,-0.306137181697355,-0.338072472352661,-0.364531155432477
4.54849400879453,0.575752898109334,-0.611443625472647,0.253097408192258,3.27,6.77,4.86,-1.27120558562129,-0.281616218303086,-0.304495797844042,-0.295171733054177,-0.325502836536032
4.84576065090602,0.532321886603068,-0.487974358849223,0.262568506568285,9.37,7.63,2.81,-2.38407892028205,-0.264455231311546,-0.303698021615387,-0.318064599179855,-0.253887034975057
4.81340312456655,0.490319595825152,-0.522404338473276,0.274461156727659,9.96,9.78,4.41,-2.41544205943674,-0.343091745729952,-0.299925470800151,-0.319156657008257,-0.306137181697355
4.46877756108254,0.590741596758412,-0.614722360439419,0.255252213997354,3.35,6.77,4.9,-1.21096344344501,-0.304495797844042,-0.295171733054177,-0.325502836536032,-0.223611752750662
4.82623157109798,0.509321864084124,-0.493650194152722,0.265450578236614,10.09,8.24,3.63,-2.44482433658393,-0.332989648327559,-0.28994619170288,-0.264455231311546,-0.303698021615387
4.60985917547422,0.55474589549253,-0.611359785017064,0.250909716387977,3.17,6.73,5.23,-1.27174052571098,-0.197813572599269,-0.281616218303086,-0.304495797844042,-0.295171733054177
4.8271931096336,0.526983280363372,-0.488500336718155,0.263999776783897,9.72,7.92,3.38,-2.4200816132892,-0.28994619170288,-0.264455231311546,-0.303698021615387,-0.318064599179855
4.84741023299329,0.539490254754469,-0.485089920574449,0.259771232017153,9.67,7.92,3.13,-2.30564461022899,-0.318064599179855,-0.253887034975057,-0.242964799838097,-0.236938926089057
4.85437127162159,0.552154145889118,-0.483213860982542,0.258408551452221,9.99,8.66,2.81,-2.34675474697765,-0.253887034975057,-0.242964799838097,-0.236938926089057,-0.164347142335203
4.9083810600575,0.536521129400884,-0.479935853887869,0.257072062751316,9.86,8.24,3.16,-2.34277310482591,-0.242964799838097,-0.236938926089057,-0.164347142335203,-0.124347406006657
4.44582269275396,0.615330158203137,-0.624381151514442,0.259464967131155,3.24,7.02,4.7,-1.26976872039811,-0.325502836536032,-0.223611752750662,-0.137353616774747,-0.13666499004207
4.34146502291776,0.142338396337048,0.0744137103052758,-0.0187909734747951,1,0,0,0.145089849950194,-0.200146836503207,-0.21444039215951,-0.202159554735388,-0.200649606329929
4.34315586028489,0.140244413626964,0.0735715568579005,-0.0181861457481682,1.28,-0.04,0.02,0.145428127342234,-0.21444039215951,-0.202159554735388,-0.200649606329929,-0.191704699231668
4.3954363215838,0.0576512478840883,0.0259930571915747,-0.0164275610020965,2.05,-0.12,0.02,0.204735838916315,-0.191704699231668,-0.201863434906993,-0.194777563102119,-0.188332185918425
4.37349030365159,0.0878267181125532,0.0526487375762654,-0.017590987942671,1.92,-0.09,0,0.166602612023055,-0.202159554735388,-0.200649606329929,-0.191704699231668,-0.201863434906993
4.33924960531782,0.144525081647567,0.0756116953639951,-0.0194059317828295,1.11,0.04,-0.01,0.171146927910864,-0.186482898365351,-0.200146836503207,-0.21444039215951,-0.202159554735388
