"s","m1","m3","gdp","irlt","irst","immediate","shares","ve.y.1","ve.y.2","ve.y.3","ve.y.4"
4.61214579972452,0.53401941121824,-0.609553131433666,0.248688738850225,3.11,6.79,5.29,-1.26456389320206,-0.132858359983069,-0.197813572599269,-0.281616218303086,-0.304495797844042
4.4208867058806,0.0434341120876276,0.0240015408257825,-0.0158582887999756,2.24,-0.1,0.04,0.207757492842329,-0.201863434906993,-0.194777563102119,-0.188332185918425,-0.180955876620713
4.35426995762884,0.152571640571841,0.0815090327085954,-0.0206678487456875,1.01,0.16,-0.01,0.215900137130535,-0.172666090591183,-0.194762506462245,-0.186482898365351,-0.200146836503207
5.01196773933003,0.5515010874046,-0.454147286747553,0.252019081923988,9.45,7.7,3.28,-2.17813280843145,-0.156218701972253,-0.192846437819422,-0.138519029540142,-0.0432183675961335
4.38701417618492,0.0652545970722151,0.034423166084065,-0.0170049706294186,1.92,-0.11,0.02,0.190609663525377,-0.200649606329929,-0.191704699231668,-0.201863434906993,-0.194777563102119
4.40256428589143,0.052554145143791,0.0229513468148559,-0.0152968127526698,2.2,-0.06,0.05,0.141335369273192,-0.194777563102119,-0.188332185918425,-0.180955876620713,-0.161210605579575
4.3502779363593,0.157431368901809,0.07807296936992,-0.0200314308937672,0.95,0.08,0,0.20843614431357,-0.194762506462245,-0.186482898365351,-0.200146836503207,-0.21444039215951
4.42208834024773,0.0404397684229565,0.0144994402874827,-0.0136570429396228,2.16,-0.04,0.09,0.0717355254035894,-0.161210605579575,-0.184948205666399,-0.156593938910009,-0.143239112053801
4.41207075602226,0.173434407928279,0.0932766254685609,-0.0226460956343084,1.2,-0.04,0.05,0.162935466002808,-0.158537330432107,-0.183908400870893,-0.176241059021573,-0.172666090591183
4.41328302432444,0.0513862268721672,0.0197968048968269,-0.0147428900871907,2.34,-0.06,0.07,0.0790428334736664,-0.188332185918425,-0.180955876620713,-0.161210605579575,-0.184948205666399
5.41070811212706,0.316083763037506,-0.463045350673568,0.208308940800018,14.39,13.48,14.31,-1.79478230185358,-0.149503270561011,-0.180572627683648,-0.156403872404753,-0.113954657384307
4.36373536470163,0.168960280374546,0.0912026392976335,-0.0219748669063584,1.01,-0.03,0.01,0.214320357851236,-0.183908400870893,-0.176241059021573,-0.172666090591183,-0.194762506462245
4.34276592072058,0.166421423511182,0.0881387183552196,-0.0213155489659762,1.01,0.07,0,0.243641449741456,-0.176241059021573,-0.172666090591183,-0.194762506462245,-0.186482898365351
4.96577738845443,0.547025487711504,-0.469698332342128,0.255763383211333,10.52,9.02,3.79,-2.29542599135036,-0.236938926089057,-0.164347142335203,-0.124347406006657,-0.156218701972253
5.44880419982197,0.332480215351675,-0.460177907192985,0.203140116890759,15.28,18.76,20.04,-1.80278927055398,-0.0927726037434567,-0.164046660302283,-0.107418412650579,-0.106452656883601
4.41376752045794,0.0442469372263954,0.0163276962587435,-0.014196345979185,2.18,-0.05,0.08,0.0730305448358788,-0.180955876620713,-0.161210605579575,-0.184948205666399,-0.156593938910009
4.39777694476511,0.178047648959638,0.096262431864873,-0.0233294718962744,1.14,-0.04,0.06,0.189118478384295,-0.114363442063162,-0.158537330432107,-0.183908400870893,-0.176241059021573
4.41340417036614,0.0385407885645277,0.00997982691298827,-0.0131248463818796,1.6,-0.07,0.1,0.0944934113127731,-0.184948205666399,-0.156593938910009,-0.143239112053801,-0.13567460093155
5.44423424144819,0.314749741293813,-0.464619530594828,0.207060514556708,16.15,16.39,16.08,-1.8012382131826,-0.180572627683648,-0.156403872404753,-0.113954657384307,-0.0927726037434567
4.99437040163022,0.535128539924947,-0.461023850682152,0.253235503281124,9.76,7.75,3.41,-2.17428779199312,-0.124347406006657,-0.156218701972253,-0.192846437819422,-0.138519029540142
4.60306797789622,0.648899376763829,-0.623995801160476,0.267516458719935,3.17,7.24,3.28,-1.50664970699134,-0.13982514623297,-0.155351745186312,-0.144437868207464,-0.125049919992649
5.37096355653289,0.378517971861185,-0.449060455400493,0.199001143598234,14.68,16.08,16.72,-1.69128177577154,-0.106452656883601,-0.149993630740458,-0.139610937324288,-0.142548050032576
5.38916304984761,0.324103887403443,-0.459351803014653,0.209524585289913,14.72,13.49,13.37,-1.80420939758969,-0.0502840302298037,-0.149503270561011,-0.180572627683648,-0.156403872404753
4.39481945647263,0.236005406788419,0.130767775294034,-0.0284697324037477,0.94,-0.09,0.07,0.279183437730318,-0.134163393272187,-0.147594665832663,-0.137532568725712,-0.129217669350855
4.60676890735179,0.652646206524159,-0.622565746387857,0.269453836063647,3.25,7.29,3.16,-1.5544631876984,-0.155351745186312,-0.144437868207464,-0.125049919992649,-0.0953889306370335
4.4042772436087,0.00994543178619534,0.00732531487868737,-0.012599590449522,1.64,-0.07,0.1,0.10330184277429,-0.156593938910009,-0.143239112053801,-0.13567460093155,-0.107750745035642
5.32671044104925,0.344568763940894,-0.456563555317282,0.196148028877992,14.19,17.14,16.93,-1.66826779105172,-0.139610937324288,-0.142548050032576,-0.0777142090331126,-0.00403375654389204
4.58731166768678,0.642810918533887,-0.629217076980011,0.265549201747259,2.95,7.16,3.7,-1.42243824158431,-0.13666499004207,-0.13982514623297,-0.155351745186312,-0.144437868207464
5.34238209771014,0.354598099993893,-0.452844640556549,0.197582550912446,14.12,15.43,15.7,-1.64852113074322,-0.149993630740458,-0.139610937324288,-0.142548050032576,-0.0777142090331126
4.97341790627944,0.559088500815375,-0.446931256950423,0.250836001158701,9.4,7.94,3.42,-2.2897256577312,-0.192846437819422,-0.138519029540142,-0.0432183675961335,-0.034391211204297
4.3691946558585,0.234841712375339,0.12538154409056,-0.0276957177559032,0.99,-0.1,0.07,0.32244117324461,-0.147594665832663,-0.137532568725712,-0.129217669350855,-0.13616558802708
4.42580425701977,0.629291020417803,-0.629920135020185,0.261523877094426,3.51,7.11,4.52,-1.29833131523918,-0.223611752750662,-0.137353616774747,-0.13666499004207,-0.13982514623297
4.3691946558585,0.202545769256581,0.109819459298093,-0.02545442528187,0.75,-0.03,0.08,0.245354935076924,-0.13616558802708,-0.136896866561507,-0.125091098231002,-0.114363442063162
4.50931986033126,0.636444659137284,-0.630956907116604,0.26355180198415,3.09,7.15,3.79,-1.33342208707272,-0.137353616774747,-0.13666499004207,-0.13982514623297,-0.155351745186312
4.36538899352086,0.211536220470457,0.114371640850985,-0.02618831404624,0.88,-0.07,0.04,0.272018292808511,-0.129217669350855,-0.13616558802708,-0.136896866561507,-0.125091098231002
4.51217731913893,-0.0246242050792009,-0.00973836058877442,-0.0081111178150719,2.42,-0.25,0.01,-0.0488707666970756,-0.130586051570444,-0.135888809491064,-0.113442422016644,-0.10980507499634
4.43521188817754,0.00653985684040226,0.00327852859361766,-0.0120810440658925,1.75,-0.08,0.1,0.0452106990842784,-0.143239112053801,-0.13567460093155,-0.107750745035642,-0.0994688503683958
